open3dcp_column,block,target_entity,mapping_class,notes
ambient_temperature_c,Conditions,"base/build: Environment (mfgSpecEnvironment, BuildEnvironmentalControl)",normalized,
ambient_humidity_pct,Conditions,"base/build: Environment (mfgSpecEnvironment, BuildEnvironmentalControl)",normalized,
wind_speed_m_s,Conditions,"base/build: Environment (mfgSpecEnvironment, BuildEnvironmentalControl)",normalized,
slump_mm,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
spread_mm,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
yield_stress_pa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
plastic_viscosity_pa_s,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
static_yield_stress_pa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
dynamic_yield_stress_pa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
thixotropy_pa_per_s,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
structuration_rate_pa_per_s,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
open_time_min,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
green_strength_kpa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
air_content_fresh_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
unit_weight_fresh_kg_m3,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
setting_time_initial_min,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
setting_time_final_min,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
bleeding_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
temperature_fresh_c,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
j_ring_mm,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
v_funnel_s,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
l_box_ratio,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
segregation_resistance_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no fresh-rheology vocabulary
design_strength_mpa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
compressive_strength_mpa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
tensile_strength_mpa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
splitting_tensile_mpa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
flexural_strength_mpa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
elastic_modulus_gpa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
bond_strength_mpa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
fracture_energy_n_m,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
toughness_index,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
impact_resistance_j,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
fatigue_life_cycles,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
density_hardened_kg_m3,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
poissons_ratio,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
interlayer_bond_mpa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no interlayer-bond vocabulary
interlayer_shear_mpa,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no interlayer-bond vocabulary
air_content_deposited_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no interlayer-bond vocabulary
void_area_fraction_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no interlayer-bond vocabulary
surface_roughness_avg,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no interlayer-bond vocabulary
surface_moisture_state,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no interlayer-bond vocabulary
surface_treatment,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,generic result carrier; no interlayer-bond vocabulary
chloride_rcpt_coulombs,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
chloride_migration_coeff,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
chloride_diffusion_coeff,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
carbonation_depth_1yr_mm,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
carbonation_rate_coeff,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
drying_shrinkage_28d_ue,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
autogenous_shrinkage_ue,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
creep_coefficient,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
freeze_thaw_cycles,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
freeze_thaw_durability_factor,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
freeze_thaw_mass_loss_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
sulfate_expansion_6mo_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
sulfate_expansion_12mo_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
asr_expansion_14d_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
asr_expansion_1yr_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
abrasion_depth_mm,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
water_penetration_depth_mm,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
electrical_resistivity_kohm_cm,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
porosity_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
water_absorption_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
sorptivity_mm_sqrt_s,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
sorptivity_secondary_mm_sqrt_s,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
oxygen_permeability_m2,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
scaling_resistance_kg_m2,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
corrosion_rate_ua_cm2,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
half_cell_potential_mv,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
heat_of_hydration_kj_kg,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
thermal_conductivity_w_mk,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
specific_heat_j_kg_k,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
coeff_thermal_expansion_ue_c,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
fire_resistance_min,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
embodied_carbon_kg_co2_m3,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
embodied_energy_mj_m3,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
degree_of_hydration,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
calcium_hydroxide_pct,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
pore_size_distribution_nm,Properties,TIC: TestInspectionCharacterization — ticResult / ticResultMaterialProperty,normalized,
compressive_strength_stddev_mpa,Properties,base: Quantity -> StatisticalValue (statStandardDeviationValue),normalized,
flexural_strength_stddev_mpa,Properties,base: Quantity -> StatisticalValue (statStandardDeviationValue),normalized,
tensile_strength_stddev_mpa,Properties,base: Quantity -> StatisticalValue (statStandardDeviationValue),normalized,
elastic_modulus_stddev_gpa,Properties,base: Quantity -> StatisticalValue (statStandardDeviationValue),normalized,
interlayer_bond_stddev_mpa,Properties,base: Quantity -> StatisticalValue (statStandardDeviationValue),normalized,
raw_data_doi,Properties,base: Document,normalized,
stress_strain_file,Properties,base: Document,normalized,
rheology_curve_file,Properties,base: Document,normalized,
microstructure_image,Properties,base: Document,normalized,
raw_data_file,Properties,base: Document,normalized,
doi,Provenance,base: Document / Organization / Person,normalized,
source_citation,Provenance,base: Document / Organization / Person,normalized,
measurement_confidence,Provenance,-,no_map,no measured/calculated/estimated/reported concept; carry as annotation
lab_name,Provenance,base: Organization,normalized,
provenance_notes,Provenance,base: Document / Organization / Person,normalized,
is_training_ready,Provenance,-,no_map,analysis-layer quality flags have no AM-CDM concept
is_synthetic,Provenance,-,no_map,analysis-layer quality flags have no AM-CDM concept
outlier_flag,Provenance,-,no_map,analysis-layer quality flags have no AM-CDM concept
exposure_class_freeze,Conditions,material: MaterialSpecification,partial,EN 206/ACI exposure classes have no AM-CDM concept
exposure_class_sulfate,Conditions,material: MaterialSpecification,partial,EN 206/ACI exposure classes have no AM-CDM concept
exposure_class_chloride,Conditions,material: MaterialSpecification,partial,EN 206/ACI exposure classes have no AM-CDM concept
exposure_class_water,Conditions,material: MaterialSpecification,partial,EN 206/ACI exposure classes have no AM-CDM concept
exposure_class_asr,Conditions,material: MaterialSpecification,partial,EN 206/ACI exposure classes have no AM-CDM concept
