open3dcp_column,block,target_entity,mapping_class,notes
fracture_energy_n_m,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
toughness_index,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
impact_resistance_j,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
fatigue_life_cycles,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
density_hardened_kg_m3,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
poissons_ratio,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
interlayer_bond_mpa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
interlayer_shear_mpa,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
air_content_deposited_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
void_area_fraction_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
surface_roughness_avg,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
surface_moisture_state,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
surface_treatment,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
chloride_rcpt_coulombs,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
chloride_migration_coeff,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
chloride_diffusion_coeff,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
carbonation_depth_1yr_mm,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
carbonation_rate_coeff,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
drying_shrinkage_28d_ue,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
autogenous_shrinkage_ue,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
creep_coefficient,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
freeze_thaw_cycles,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
freeze_thaw_durability_factor,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
freeze_thaw_mass_loss_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
sulfate_expansion_6mo_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
sulfate_expansion_12mo_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
asr_expansion_14d_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
asr_expansion_1yr_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
abrasion_depth_mm,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
water_penetration_depth_mm,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
electrical_resistivity_kohm_cm,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
porosity_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
water_absorption_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
sorptivity_mm_sqrt_s,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
sorptivity_secondary_mm_sqrt_s,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
oxygen_permeability_m2,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
scaling_resistance_kg_m2,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
corrosion_rate_ua_cm2,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
half_cell_potential_mv,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
heat_of_hydration_kj_kg,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
thermal_conductivity_w_mk,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
specific_heat_j_kg_k,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
coeff_thermal_expansion_ue_c,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
fire_resistance_min,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
embodied_carbon_kg_co2_m3,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
embodied_energy_mj_m3,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
degree_of_hydration,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
calcium_hydroxide_pct,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
pore_size_distribution_nm,Properties,Property on MeasurementRun,normalized,via project-defined PropertyTemplates; GEMD format v0.1 ships no domain property vocabulary
compressive_strength_stddev_mpa,Properties,uncertainty on the value object (e.g. NormalReal),normalized,GEMD values carry native uncertainty
flexural_strength_stddev_mpa,Properties,uncertainty on the value object (e.g. NormalReal),normalized,GEMD values carry native uncertainty
tensile_strength_stddev_mpa,Properties,uncertainty on the value object (e.g. NormalReal),normalized,GEMD values carry native uncertainty
elastic_modulus_stddev_gpa,Properties,uncertainty on the value object (e.g. NormalReal),normalized,GEMD values carry native uncertainty
interlayer_bond_stddev_mpa,Properties,uncertainty on the value object (e.g. NormalReal),normalized,GEMD values carry native uncertainty
raw_data_doi,Properties,FileLink,normalized,
stress_strain_file,Properties,FileLink,normalized,
rheology_curve_file,Properties,FileLink,normalized,
microstructure_image,Properties,FileLink,normalized,
raw_data_file,Properties,FileLink,normalized,
sieve_analysis_file,Properties,FileLink,normalized,
raw_data_sha256,Properties,tags (FileLink-adjacent),partial,FileLink v0.1 carries filename + url only; no checksum field
raw_data_version,Properties,tags (FileLink-adjacent),partial,FileLink v0.1 carries filename + url only; no version field
doi,Provenance,source / performed_by / tags on Runs,partial,GEMD's Spec-vs-Run split (planned vs actual) has no flat-row equivalent
source_citation,Provenance,source / performed_by / tags on Runs,partial,GEMD's Spec-vs-Run split (planned vs actual) has no flat-row equivalent
measurement_confidence,Provenance,source / performed_by / tags on Runs,partial,GEMD's Spec-vs-Run split (planned vs actual) has no flat-row equivalent
lab_name,Provenance,source / performed_by / tags on Runs,partial,GEMD's Spec-vs-Run split (planned vs actual) has no flat-row equivalent
provenance_notes,Provenance,source / performed_by / tags on Runs,partial,GEMD's Spec-vs-Run split (planned vs actual) has no flat-row equivalent
is_training_ready,Provenance,tags,partial,
is_synthetic,Provenance,tags,partial,
outlier_flag,Provenance,tags,partial,
exposure_class_freeze,Conditions,Condition / classification tag,partial,
exposure_class_sulfate,Conditions,Condition / classification tag,partial,
exposure_class_chloride,Conditions,Condition / classification tag,partial,
exposure_class_water,Conditions,Condition / classification tag,partial,
exposure_class_asr,Conditions,Condition / classification tag,partial,
