lab_name,is_3d_printed,specimen_prep,specimen_length_mm,specimen_width_mm,specimen_height_mm,test_orientation,test_orientation_code,test_method_code,test_age_days,flexural_strength_mpa,n_specimens,density_hardened_kg_m3,measurement_confidence,doi,source_citation,provenance_notes,original_basis
RILEM TC 304-ADC participating lab 13,False,cast,160.0,40.0,39.9,cast,CAST,,30.0,10.955490229332732,1,2268.170426065163,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18764 (EXP_FLEX_13_a_spec_4); mix prefix 13_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,160.0,40.0,40.1,cast,CAST,,30.0,11.645449966107176,1,2305.174563591023,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18767 (EXP_FLEX_13_a_spec_4B1); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,160.0,40.0,40.1,cast,CAST,,30.0,9.749939366048718,1,2255.688902743142,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18768 (EXP_FLEX_13_a_spec_4B2); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,160.0,40.0,40.0,cast,CAST,,30.0,10.20375,1,2282.8125,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18769 (EXP_FLEX_13_a_spec_4B3); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,160.0,40.0,40.0,cast,CAST,,30.0,10.51875,1,2298.4375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18770 (EXP_FLEX_13_a_spec_4B4); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,160.0,40.0,40.0,cast,CAST,,30.0,10.299375,1,2316.40625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18771 (EXP_FLEX_13_a_spec_4B5); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,160.0,40.0,40.0,cast,CAST,,30.0,9.399375,1,2265.234375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18772 (EXP_FLEX_13_a_spec_4B6); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,400.0,100.0,100.1,cast,CAST,,30.0,9.25448178195431,1,2196.878121878122,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18838 (EXP_FLEX_13_a_spec_4C1); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,400.0,100.0,100.0,cast,CAST,,30.0,9.6699,1,2213.625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18839 (EXP_FLEX_13_a_spec_4C2); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,400.0,100.0,99.9,cast,CAST,,30.0,10.531853174495817,1,2209.1341341341345,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18840 (EXP_FLEX_13_a_spec_4C3); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,400.0,100.0,100.0,cast,CAST,,30.0,8.9415,1,2162.325,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18841 (EXP_FLEX_13_a_spec_4C4); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,400.0,100.0,100.1,cast,CAST,,30.0,9.990409191208393,1,2156.2187812187813,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18842 (EXP_FLEX_13_a_spec_4C5); mix prefix 13_a; full orientation CAST; 4-point bending; condition DEFAULT; source object cast C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,6.8028,1,2201.85,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18858 (EXP_FLEX_13_a_spec_4CUW1); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEFAULT; source object C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,7.0908,1,2213.2,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18859 (EXP_FLEX_13_a_spec_4CUW2); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEFAULT; source object C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,99.9,,,,30.0,7.765423080738396,1,2161.236236236236,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18860 (EXP_FLEX_13_a_spec_4CUW3); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEFAULT; source object C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,399.9,100.0,100.0,,,,30.0,8.5095,1,2195.0737684421106,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18861 (EXP_FLEX_13_a_spec_4CUW4); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEFAULT; source object C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,6.129,1,2182.45,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18862 (EXP_FLEX_13_a_spec_4CUW5); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEFAULT; source object C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,39.9,,,,30.0,6.129986620687056,1,2196.5068922305763,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18808 (EXP_FLEX_13_a_spec_4D1UW1); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,5.799375,1,2208.59375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18809 (EXP_FLEX_13_a_spec_4D1UW2); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,5.199375,1,2209.765625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18810 (EXP_FLEX_13_a_spec_4D1UW3); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,6.0375,1,2184.765625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18811 (EXP_FLEX_13_a_spec_4D1UW4); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,159.9,40.0,40.0,,,,30.0,6.800625,1,2191.6041275797375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18812 (EXP_FLEX_13_a_spec_4D1UW5); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,4.8,1,2082.8125,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18828 (EXP_FLEX_13_a_spec_4D2UW1); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,6.699375,1,2053.515625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18829 (EXP_FLEX_13_a_spec_4D2UW2); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,5.799375,1,2119.53125,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18830 (EXP_FLEX_13_a_spec_4D2UW3); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,39.9,40.0,,,,30.0,5.417293233082707,1,2111.920426065163,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18831 (EXP_FLEX_13_a_spec_4D2UW4); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,6.585,1,2056.640625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18832 (EXP_FLEX_13_a_spec_4D2UW5); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,6.19875,1,2209.375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18788 (EXP_FLEX_13_a_spec_4UW1); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,7.299375,1,2250.390625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18789 (EXP_FLEX_13_a_spec_4UW2); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,8.900625,1,2201.171875,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18790 (EXP_FLEX_13_a_spec_4UW3); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,7.100625,1,2192.1875,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18791 (EXP_FLEX_13_a_spec_4UW4); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,39.9,,,,30.0,7.239904271958092,1,2157.7380952380954,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18792 (EXP_FLEX_13_a_spec_4UW5); mix prefix 13_a; full orientation U.W; 4-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,160.0,40.0,40.0,cast,CAST,,30.0,10.00078125,1,2271.484375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18765 (EXP_FLEX_13_a_spec_5); mix prefix 13_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,160.0,40.0,40.0,cast,CAST,,30.0,11.59921875,1,2267.96875,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18766 (EXP_FLEX_13_a_spec_6); mix prefix 13_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,400.0,100.0,99.9,cast,CAST,,30.0,9.222736249763276,1,2211.711711711712,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18833 (EXP_FLEX_13_a_spec_C1); mix prefix 13_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,400.0,100.0,100.1,cast,CAST,,30.0,10.499091318272137,1,2173.626373626374,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18834 (EXP_FLEX_13_a_spec_C2); mix prefix 13_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,400.0,100.0,100.2,cast,CAST,,30.0,8.379647889849045,1,2176.172654690619,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18835 (EXP_FLEX_13_a_spec_C3); mix prefix 13_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,400.0,100.0,100.0,cast,CAST,,30.0,9.06165,1,2143.45,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18836 (EXP_FLEX_13_a_spec_C4); mix prefix 13_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,False,cast,400.0,100.0,99.9,cast,CAST,,30.0,8.724941157373589,1,2190.5155155155153,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18837 (EXP_FLEX_13_a_spec_C5); mix prefix 13_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,99.9,,,,30.0,8.708257807356906,1,2163.4134134134133,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18843 (EXP_FLEX_13_a_spec_CUW1); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEFAULT; source object C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,7.08615,1,2150.075,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18844 (EXP_FLEX_13_a_spec_CUW2); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEFAULT; source object C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,6.90975,1,2189.2,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18845 (EXP_FLEX_13_a_spec_CUW3); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEFAULT; source object C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,7.2126,1,2181.2,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18846 (EXP_FLEX_13_a_spec_CUW4); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEFAULT; source object C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,7.39305,1,2184.3,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18847 (EXP_FLEX_13_a_spec_CUW5); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEFAULT; source object C-F1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,11.1825,1,2176.525,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18848 (EXP_FLEX_13_a_spec_CVU1); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEFAULT; source object C-F2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,9.78525,1,2199.925,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18849 (EXP_FLEX_13_a_spec_CVU2); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEFAULT; source object C-F2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,10.28025,1,2209.75,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18850 (EXP_FLEX_13_a_spec_CVU3); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEFAULT; source object C-F2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,399.9,100.0,100.0,,,,30.0,9.2034,1,2172.068017004251,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18851 (EXP_FLEX_13_a_spec_CVU4); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEFAULT; source object C-F2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,9.4653,1,2171.85,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18852 (EXP_FLEX_13_a_spec_CVU5); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEFAULT; source object C-F2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,9.77805,1,2213.2,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18853 (EXP_FLEX_13_a_spec_CWU1); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEFAULT; source object C-F2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,8.6355,1,2184.175,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18854 (EXP_FLEX_13_a_spec_CWU2); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEFAULT; source object C-F2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
